Book Name,Author,Rating,Rating_Filled,Number of Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Genre_Count,Primary_Genre,Clean_Title,Clean_Author,Clean_Genre,Clean_Primary_Genre,Clean_Description,Log_Reviews,Popularity_Score,Weighted_Rating,Author_Popularity,Author_Book_Count,Author_Average_Rating,Log_Author_Popularity,Author_Popularity_Normalized,Listening_Time_Hours,Listening_Time_Category,Has_Audible_Rank,Audible_Rank_Score,Log_Price,Price_Normalized,Price_Category,Rating_Normalized,Weighted_Rating_Normalized,Rating_Category,Quality_Score,Popularity_Quality_Score,Description_Length,Description_Characters,Description_Length_Category,Reviews_Normalized,combined_features,metadata_features,Has_Rating
A Better India: A Better World,Narayan Murthy,4.3,4.3,32.0,1005.0,Visit the website for A Better India: A Better World.,Audible Audiobooks & Originals | Poverty & Homelessness Studies | Literary Essays | Politics & Government,",#721 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Poverty & Homelessness Studies,#11 in Literary Essays,#40 in Politics & Government",721.0,10 hours and 54 minutes,654.0,Both,1,1,1,a better india a better world,narayan murthy,4,Audible Audiobooks & Originals,a better india a better world,narayan murthy,audible audiobooks originals poverty homelessness studies literary essays politics government,audible audiobooks originals,visit the website for a better india a better world,3.4965075614664802,0.31336311552991714,4.449676995487847,32.0,1,4.3,3.4965075614664802,0.3093003044906068,10.9,Long,1,0.0013850415512465374,6.913737350659685,0.05494805904866047,Moderate,0.825,0.6165658409184412,Good,0.7624697522755323,0.4930057702281632,10,53,Short,0.31336311552991714,a better india a better world a better india a better world narayan murthy narayan murthy audible audiobooks originals poverty homelessness studies literary essays politics government audible audiobooks originals poverty homelessness studies literary essays politics government visit the website for a better india a better world,a better india a better world narayan murthy audible audiobooks originals,1
A Biography of Rahul Dravid: The Nice Guy Who Finished First,Devendra Prabhudesai,4.0,4.0,73.0,668.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a biography of rahul dravid the nice guy who finished first,devendra prabhudesai,0,Unknown,a biography of rahul dravid the nice guy who finished first,devendra prabhudesai,unknown,unknown,,4.30406509320417,0.3857378322054436,4.411661054043777,73.0,1,4.0,4.30406509320417,0.38073666951176244,0.0,Short,0,0.0,6.505784060128229,0.03652268999453253,Moderate,0.75,0.5805666303407403,Good,0.6991699891022221,0.5111106949641551,0,0,Short,0.3857378322054436,a biography of rahul dravid the nice guy who finished first a biography of rahul dravid the nice guy who finished first devendra prabhudesai devendra prabhudesai unknown unknown,a biography of rahul dravid the nice guy who finished first devendra prabhudesai unknown,1
"A Bloody Kingdom: Ruthless People Series, Book 4",J.J. McAvoy,4.5,4.5,137.0,703.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a bloody kingdom ruthless people series book 4,j j mcavoy,0,Unknown,a bloody kingdom ruthless people series book 4,j j mcavoy,unknown,unknown,,4.927253685157205,0.441589082432742,4.464254556902415,137.0,1,4.5,4.927253685157205,0.43586379789849566,0.0,Short,0,0.0,6.556778356158042,0.03843630399125205,Moderate,0.875,0.6303700683856074,Excellent,0.8016110205156821,0.585597857665918,0,0,Short,0.441589082432742,a bloody kingdom ruthless people series book 4 a bloody kingdom ruthless people series book 4 j j mcavoy j j mcavoy unknown unknown,a bloody kingdom ruthless people series book 4 j j mcavoy unknown,1
A Bollywood Affair,Sonali Dev,4.2,4.2,209.0,820.0,"In the tradition of Shobhan Bantwal's successful Indian American novels, Sonali Dev's debut captures the colorful spirit and fascinating details of Indian and Bollywood culture - including a lavish wedding - while delivering an emotionally layered and accessible story.",Unknown,Unknown,,Unknown,0.0,Both,1,0,0,a bollywood affair,sonali dev,0,Unknown,a bollywood affair,sonali dev,unknown,unknown,in the tradition of shobhan bantwal s successful indian american novels sonali dev s debut captures the colorful spirit and fascinating details of indian and bollywood culture including a lavish wedding while delivering an emotionally layered and accessible story,5.3471075307174685,0.47921711749318957,4.395420752555564,209.0,1,4.2,5.3471075307174685,0.47300397849026204,0.0,Short,0,0.0,6.710523109452428,0.0448332422088573,Moderate,0.8,0.5651878705123231,Good,0.7295563611536968,0.5793528149573925,39,269,Short,0.47921711749318957,a bollywood affair a bollywood affair sonali dev sonali dev unknown unknown in the tradition of shobhan bantwal s successful indian american novels sonali dev s debut captures the colorful spirit and fascinating details of indian and bollywood culture including a lavish wedding while delivering an emotionally layered and accessible story,a bollywood affair sonali dev unknown,1
A Book of Five Rings: The Strategy of Musashi,Miyamoto Musashi,4.3,4.3,708.0,140.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a book of five rings the strategy of musashi,miyamoto musashi,0,Unknown,a book of five rings the strategy of musashi,miyamoto musashi,unknown,unknown,,6.5638555265321274,0.5882641983533118,4.375956304085454,1435.0,3,4.6000000000000005,7.269616749608169,0.6430687291981071,0.0,Short,0,0.0,4.948759890378168,0.007654455986878075,Budget,0.825,0.5467560034418943,Good,0.7415268010325682,0.6495692394250143,0,0,Short,0.5882641983533118,a book of five rings the strategy of musashi a book of five rings the strategy of musashi miyamoto musashi miyamoto musashi unknown unknown,a book of five rings the strategy of musashi miyamoto musashi unknown,1
A Book of Simple Living: Brief Notes from the Hills,Ruskin Bond,4.8,4.8,167.0,233.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a book of simple living brief notes from the hills,ruskin bond,0,Unknown,a book of simple living brief notes from the hills,ruskin bond,unknown,unknown,,5.123963979403259,0.4592186026262853,4.525796785757409,6773.0,28,4.50560303275058,8.820847033377717,0.7802902254112424,0.0,Short,0,0.0,5.455321115357702,0.012739201749589939,Budget,0.95,0.688647506002967,Excellent,0.87159425180089,0.6241688622961272,0,0,Short,0.4592186026262853,a book of simple living brief notes from the hills a book of simple living brief notes from the hills ruskin bond ruskin bond unknown unknown,a book of simple living brief notes from the hills ruskin bond unknown,1
A Brief History of Time: From Big Bang to Black Holes,Stephen Hawking,4.6,4.6,5391.0,888.0,Brought to you by Penguin.,Audible Audiobooks & Originals | Physics (Audible Audiobooks & Originals) | Cosmology | Astronomy (Audible Audiobooks & Originals),",#87 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Physics (Audible Audiobooks & Originals),#1 in Cosmology,#1 in Astronomy (Audible Audiobooks & Originals)",87.0,6 hours and 57 minutes,417.0,Both,1,1,1,a brief history of time from big bang to black holes,stephen hawking,4,Audible Audiobooks & Originals,a brief history of time from big bang to black holes,stephen hawking,audible audiobooks originals physics audible audiobooks originals cosmology astronomy audible audiobooks originals,audible audiobooks originals,brought to you by penguin,8.592671652592143,0.7700902436065529,4.5842952732816915,7458.0,3,4.6000000000000005,8.917176635955164,0.7888115212714369,6.95,Long,1,0.011363636363636364,6.790097235513905,0.04855112083105522,Moderate,0.8999999999999999,0.7440426715800686,Excellent,0.8532128014740205,0.80333926675354,5,26,Short,0.7700902436065529,a brief history of time from big bang to black holes a brief history of time from big bang to black holes stephen hawking stephen hawking audible audiobooks originals physics audible audiobooks originals cosmology astronomy audible audiobooks originals audible audiobooks originals physics audible audiobooks originals cosmology astronomy audible audiobooks originals brought to you by penguin,a brief history of time from big bang to black holes stephen hawking audible audiobooks originals,1
A Briefer History of Time,Stephen Hawking,4.7,4.7,634.0,615.0,"Students of the sciences and armchair physicists alike will all find something of worth in A Briefer History of Time. Well thought out and delivered with Hawking's straightforwardly scientific approach, it is an insightful and intelligent work.",Audible Audiobooks & Originals | Cosmology | Astronomy (Audible Audiobooks & Originals) | Physics (Audible Audiobooks & Originals),",#2,768 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Cosmology,#17 in Astronomy (Audible Audiobooks & Originals),#35 in Physics (Audible Audiobooks & Originals)",2768.0,4 hours and 20 minutes,260.0,Both,1,1,1,a briefer history of time,stephen hawking,4,Audible Audiobooks & Originals,a briefer history of time,stephen hawking,audible audiobooks originals cosmology astronomy audible audiobooks originals physics audible audiobooks originals,audible audiobooks originals,students of the sciences and armchair physicists alike will all find something of worth in a briefer history of time well thought out and delivered with hawking s straightforwardly scientific approach it is an insightful and intelligent work,6.453624998892692,0.5783851459101611,4.575587237086859,7458.0,3,4.6000000000000005,8.917176635955164,0.7888115212714369,4.333333333333333,Medium,1,0.00036114120621162876,6.423246963533519,0.03362493165664297,Moderate,0.925,0.7357965933090039,Excellent,0.8682389779927011,0.6943266787431771,37,244,Short,0.5783851459101611,a briefer history of time a briefer history of time stephen hawking stephen hawking audible audiobooks originals cosmology astronomy audible audiobooks originals physics audible audiobooks originals audible audiobooks originals cosmology astronomy audible audiobooks originals physics audible audiobooks originals students of the sciences and armchair physicists alike will all find something of worth in a briefer history of time well thought out and delivered with hawking s straightforwardly scientific approach it is an insightful and intelligent work,a briefer history of time stephen hawking audible audiobooks originals,1
A Case of Exploding Mangoes,Mohammed Hanif,4.2,4.2,168.0,520.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a case of exploding mangoes,mohammed hanif,0,Unknown,a case of exploding mangoes,mohammed hanif,unknown,unknown,,5.1298987149230735,0.4597504839906588,4.4050450779066495,168.0,1,4.2,5.1298987149230735,0.45378973350945806,0.0,Short,0,0.0,6.255750041753367,0.028430836522689993,Moderate,0.8,0.5743016291572788,Good,0.7322904887471836,0.5687664858932687,0,0,Short,0.4597504839906588,a case of exploding mangoes a case of exploding mangoes mohammed hanif mohammed hanif unknown unknown,a case of exploding mangoes mohammed hanif unknown,1
A Case of Need: A Novel,Michael Crichton,4.0,4.0,720.0,670.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a case of need a novel,michael crichton,0,Unknown,a case of need a novel,michael crichton,unknown,unknown,,6.580639137284949,0.5897683748674161,4.219284960171388,5523.0,6,4.376147486169372,8.616857514529183,0.7622453565861107,0.0,Short,0,0.0,6.508769136971682,0.036632039365773646,Moderate,0.75,0.39839601321643436,Good,0.6445188039649302,0.6116685465064218,0,0,Short,0.5897683748674161,a case of need a novel a case of need a novel michael crichton michael crichton unknown unknown,a case of need a novel michael crichton unknown,1
A Change of Plans: A Short Story,Dennis E. Taylor,4.2,4.2,15.0,233.0,,Unknown,Unknown,,Unknown,0.0,Advanced Only,0,0,0,a change of plans a short story,dennis e taylor,0,Unknown,a change of plans a short story,dennis e taylor,unknown,unknown,,2.772588722239781,0.2484842445814053,4.451214168296226,1686.0,2,4.4,7.430707082545968,0.657318745293384,0.0,Short,0,0.0,5.455321115357702,0.012739201749589939,Budget,0.8,0.6180214673088745,Good,0.7454064401926623,0.4472531228259081,0,0,Short,0.2484842445814053,a change of plans a short story a change of plans a short story dennis e taylor dennis e taylor unknown unknown,a change of plans a short story dennis e taylor unknown,1
A Children's Bible,Lydia Millet,4.0,4.0,58.0,1172.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a children s bible,lydia millet,0,Unknown,a children s bible,lydia millet,unknown,unknown,,4.07753744390572,0.36543602856568297,4.420207650321502,58.0,1,4.0,4.07753744390572,0.36069808252979524,0.0,Short,0,0.0,7.067319848653476,0.0640787315472936,Premium,0.75,0.5886598330193342,Good,0.7015979499058002,0.49990079710172985,0,0,Short,0.36543602856568297,a children s bible a children s bible lydia millet lydia millet unknown unknown,a children s bible lydia millet unknown,1
A Children's History of India,Subhadra Sen Gupta,4.4,4.4,291.0,836.0,"Which were the first cities of India, and how were they discovered? What was it like living in Mughal times? How did the British, who had come to trade in India, end up ruling thecountry? How has India changed after Independence?",Audible Audiobooks & Originals | Asian History for Children | Children's History (Books) | Children's Reference (Books),",#1,455 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Asian History for Children,#124 in Children's History (Books),#435 in Children's Reference (Books)",1455.0,11 hours and 49 minutes,709.0,Both,1,1,1,a children s history of india,subhadra sen gupta,4,Audible Audiobooks & Originals,a children s history of india,subhadra sen gupta,audible audiobooks originals asian history for children children s history books children s reference books,audible audiobooks originals,which were the first cities of india and how were they discovered what was it like living in mughal times how did the british who had come to trade in india end up ruling thecountry how has india changed after independence,5.676753802268282,0.5087605921918855,4.4395604681918215,291.0,1,4.4,5.676753802268282,0.502164416548087,11.816666666666666,Long,1,0.0006868131868131869,6.729824070489475,0.04570803717878622,Moderate,0.8500000000000001,0.6069859914497523,Good,0.7770957974349256,0.6160946742891016,41,229,Medium,0.5087605921918855,a children s history of india a children s history of india subhadra sen gupta subhadra sen gupta audible audiobooks originals asian history for children children s history books children s reference books audible audiobooks originals asian history for children children s history books children s reference books which were the first cities of india and how were they discovered what was it like living in mughal times how did the british who had come to trade in india end up ruling thecountry how has india changed after independence,a children s history of india subhadra sen gupta audible audiobooks originals,1
A Clash of Kings: Book 2 of A Song of Ice and Fire,George R. R. Martin,4.6,4.6,6923.0,18149.0,"The complete, unabridged audiobook of A Clash of Kings.",Audible Audiobooks & Originals | Military Fantasy | Dragon & Mythical Creatures Fantasy | Epic Fantasy,",#187 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Military Fantasy,#2 in Dragon & Mythical Creatures Fantasy,#7 in Epic Fantasy",187.0,37 hours and 12 minutes,2232.0,Both,1,1,1,a clash of kings book 2 of a song of ice and fire,george r r martin,4,Audible Audiobooks & Originals,a clash of kings book 2 of a song of ice and fire,george r r martin,audible audiobooks originals military fantasy dragon mythical creatures fantasy epic fantasy,audible audiobooks originals,the complete unabridged audiobook of a clash of kings,8.8427489162961,0.7925026048269591,4.587466230953184,36603.0,4,4.525,10.50791280303527,0.9295276993985451,37.2,Long,1,0.005319148936170213,9.806425839692997,0.9922908693275013,Premium,0.8999999999999999,0.7470454111838469,Excellent,0.854113623355154,0.817147012238237,9,55,Short,0.7925026048269591,a clash of kings book 2 of a song of ice and fire a clash of kings book 2 of a song of ice and fire george r r martin george r r martin audible audiobooks originals military fantasy dragon mythical creatures fantasy epic fantasy audible audiobooks originals military fantasy dragon mythical creatures fantasy epic fantasy the complete unabridged audiobook of a clash of kings,a clash of kings book 2 of a song of ice and fire george r r martin audible audiobooks originals,1
A Clockwork Orange,Anthony Burgess,4.5,4.5,1504.0,683.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a clockwork orange,anthony burgess,0,Unknown,a clockwork orange,anthony burgess,unknown,unknown,,7.316548177182976,0.6557218285451643,4.486788114990678,1504.0,1,4.5,7.316548177182976,0.6472202731555806,0.0,Short,0,0.0,6.52795791762255,0.0373428102788409,Moderate,0.875,0.6517082300059811,Excellent,0.8080124690017942,0.7166380847278162,0,0,Short,0.6557218285451643,a clockwork orange a clockwork orange anthony burgess anthony burgess unknown unknown,a clockwork orange anthony burgess unknown,1
"A Column of Fire: The Kingsbridge Novels, Book 3",Ken Follett,4.6,4.6,6602.0,323.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a column of fire the kingsbridge novels book 3,ken follett,0,Unknown,a column of fire the kingsbridge novels book 3,ken follett,unknown,unknown,,8.79527937019457,0.7882483011832034,4.586912547630535,40658.0,7,4.5285714285714285,10.612975492684125,0.93882152225685,0.0,Short,0,0.0,5.780743515792329,0.01765992345544013,Budget,0.8999999999999999,0.7465211005455129,Excellent,0.8539563301636538,0.8145315127753836,0,0,Short,0.7882483011832034,a column of fire the kingsbridge novels book 3 a column of fire the kingsbridge novels book 3 ken follett ken follett unknown unknown,a column of fire the kingsbridge novels book 3 ken follett unknown,1
A Concise History of Buddhism: From 500 BCE-1900 CE,Andrew Skilton,4.3,4.3,19.0,759.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a concise history of buddhism from 500 bce 1900 ce,andrew skilton,0,Unknown,a concise history of buddhism from 500 bce 1900 ce,andrew skilton,unknown,unknown,,2.995732273553991,0.26848275944830957,4.45252381471439,19.0,1,4.3,2.995732273553991,0.2650018305677472,0.0,Short,0,0.0,6.633318433280377,0.04149808638600328,Moderate,0.825,0.6192616374953526,Good,0.7632784912486057,0.466401052168428,0,0,Short,0.26848275944830957,a concise history of buddhism from 500 bce 1900 ce a concise history of buddhism from 500 bce 1900 ce andrew skilton andrew skilton unknown unknown,a concise history of buddhism from 500 bce 1900 ce andrew skilton unknown,1
A Concise History of Modern India,Barbara Metcalf,3.9,3.9,18.0,680.0,"A Concise History of Modern India, by Barbara D. Metcalf and Thomas R. Metcalf, has become a classic in the field since it was first published in 2001. As a fresh interpretation of Indian history from the Mughals to the present, it has informed students across the world.",Audible Audiobooks & Originals | Indian History (Audible Audiobooks & Originals) | Indian History (Books) | Asian History (Books),",#3,454 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#28 in Indian History (Audible Audiobooks & Originals),#692 in Indian History (Books),#1,472 in Asian History (Books)",3454.0,11 hours and 4 minutes,664.0,Both,1,1,1,a concise history of modern india,barbara metcalf,4,Audible Audiobooks & Originals,a concise history of modern india,barbara metcalf,audible audiobooks originals indian history audible audiobooks originals indian history books asian history books,audible audiobooks originals,a concise history of modern india by barbara d metcalf and thomas r metcalf has become a classic in the field since it was first published in 2001 as a fresh interpretation of indian history from the mughals to the present it has informed students across the world,2.9444389791664403,0.26388576480364917,4.442197842281738,18.0,1,3.9,2.9444389791664403,0.2604644368131226,11.066666666666666,Long,1,0.0002894356005788712,6.523562306149512,0.037178786221979225,Moderate,0.725,0.6094834538728454,Average,0.6903450361618536,0.434469473346931,48,271,Medium,0.26388576480364917,a concise history of modern india a concise history of modern india barbara metcalf barbara metcalf audible audiobooks originals indian history audible audiobooks originals indian history books asian history books audible audiobooks originals indian history audible audiobooks originals indian history books asian history books a concise history of modern india by barbara d metcalf and thomas r metcalf has become a classic in the field since it was first published in 2001 as a fresh interpretation of indian history from the mughals to the present it has informed students across the world,a concise history of modern india barbara metcalf audible audiobooks originals,1
A Course in Meditation: A 21-Day Workout for Your Consciousness,Osho,4.9,4.9,30.0,754.0,A 21-day course for modern meditators,"Audible Audiobooks & Originals | Meditation (Audible Audiobooks & Originals) | Meditation (Books) | Mind, Body & Spirit",",#267 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Meditation (Audible Audiobooks & Originals),#63 in Meditation (Books),#302 in Mind, Body & Spirit",267.0,4 hours and 58 minutes,298.0,Both,1,1,1,a course in meditation a 21 day workout for your consciousness,osho,4,Audible Audiobooks & Originals,a course in meditation a 21 day workout for your consciousness,osho,audible audiobooks originals meditation audible audiobooks originals meditation books mind body spirit,audible audiobooks originals,a 21 day course for modern meditators,3.4339872044851463,0.307759931923617,4.476025957317906,218.0,16,4.608831843881087,5.389071729816501,0.4767161224884839,4.966666666666667,Medium,1,0.0037313432835820895,6.626717749249025,0.04122471295790049,Moderate,0.9750000000000001,0.6415170006002187,Excellent,0.8749551001800656,0.5346379992261965,6,37,Short,0.307759931923617,a course in meditation a 21 day workout for your consciousness a course in meditation a 21 day workout for your consciousness osho osho audible audiobooks originals meditation audible audiobooks originals meditation books mind body spirit audible audiobooks originals meditation audible audiobooks originals meditation books mind body spirit a 21 day course for modern meditators,a course in meditation a 21 day workout for your consciousness osho audible audiobooks originals,1
A Course in Weight Loss: 21 Spiritual Lessons for Surrendering Your Weight Forever,Marianne Williamson,4.4,4.4,583.0,561.0,"For so many people, whether your addiction is to a substance or merely to a certain way of thinking or acting, a profound humbling occurs when you realize that your problem is bigger than you are. The terror of realizing, even dimly, that you have no control over a self-destructive pattern of behavior - that as much as you would want to, you simply cannot stop - can mark a crucial turning point in your life. At that point, you go in one of two directions: either way, way down, or way, way up....",Audible Audiobooks & Originals | Weight Loss Diets | Self-Esteem | Middle Eastern History (Books),",#4,250 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#29 in Weight Loss Diets,#48 in Self-Esteem,#181 in Middle Eastern History (Books)",4250.0,6 hours and 44 minutes,404.0,Both,1,1,1,a course in weight loss 21 spiritual lessons for surrendering your weight forever,marianne williamson,4,Audible Audiobooks & Originals,a course in weight loss 21 spiritual lessons for surrendering your weight forever,marianne williamson,audible audiobooks originals weight loss diets self esteem middle eastern history books,audible audiobooks originals,for so many people whether your addiction is to a substance or merely to a certain way of thinking or acting a profound humbling occurs when you realize that your problem is bigger than you are the terror of realizing even dimly that you have no control over a self destructive pattern of behavior that as much as you would want to you simply cannot stop can mark a crucial turning point in your life at that point you go in one of two directions either way way down or way way up,6.369900982828227,0.5708816533372368,4.4303006231320925,1931.0,4,4.575,7.566311014772463,0.6693142398806136,6.733333333333333,Long,1,0.0002352387673488591,6.331501849893691,0.030672498633132858,Moderate,0.8500000000000001,0.5982173775588535,Good,0.774465213267656,0.6523150773094045,94,500,Medium,0.5708816533372368,a course in weight loss 21 spiritual lessons for surrendering your weight forever a course in weight loss 21 spiritual lessons for surrendering your weight forever marianne williamson marianne williamson audible audiobooks originals weight loss diets self esteem middle eastern history books audible audiobooks originals weight loss diets self esteem middle eastern history books for so many people whether your addiction is to a substance or merely to a certain way of thinking or acting a profound humbling occurs when you realize that your problem is bigger than you are the terror of realizing even dimly that you have no control over a self destructive pattern of behavior that as much as you would want to you simply cannot stop can mark a crucial turning point in your life at that point you go in one of two directions either way way down or way way up,a course in weight loss 21 spiritual lessons for surrendering your weight forever marianne williamson audible audiobooks originals,1
A Court of Frost and Starlight,Sarah J. Maas,4.4,4.4,3665.0,379.0,"When Feyre kills a wolf, a beastlike creature arrives to demand retribution for it. Dragged to a magical land, Feyre discovers that her captor is not an animal. As she dwells on his estate, her feelings for Tamlin transform from icy hostility into a fiery passion that burns through every lie and warning she's been told about the beautiful, dangerous world of the Fae. But an ancient shadow is growing, and Feyre must find a way to stop it....",Unknown,Unknown,,Unknown,0.0,Both,1,0,0,a court of frost and starlight,sarah j maas,0,Unknown,a court of frost and starlight,sarah j maas,unknown,unknown,when feyre kills a wolf a beastlike creature arrives to demand retribution for it dragged to a magical land feyre discovers that her captor is not an animal as she dwells on his estate her feelings for tamlin transform from icy hostility into a fiery passion that burns through every lie and warning she s been told about the beautiful dangerous world of the fae but an ancient shadow is growing and feyre must find a way to stop it,8.20685642839965,0.7355128092534219,4.408730806642173,43807.0,10,4.720000000000001,10.687571728088175,0.9454202891460165,0.0,Short,0,0.0,5.940171252720432,0.020721705850191362,Budget,0.8500000000000001,0.577791831420916,Good,0.7683375494262747,0.748642705322563,79,444,Medium,0.7355128092534219,a court of frost and starlight a court of frost and starlight sarah j maas sarah j maas unknown unknown when feyre kills a wolf a beastlike creature arrives to demand retribution for it dragged to a magical land feyre discovers that her captor is not an animal as she dwells on his estate her feelings for tamlin transform from icy hostility into a fiery passion that burns through every lie and warning she s been told about the beautiful dangerous world of the fae but an ancient shadow is growing and feyre must find a way to stop it,a court of frost and starlight sarah j maas unknown,1
A Court of Mist and Fury,Sarah J. Maas,4.8,4.8,5810.0,1407.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a court of mist and fury,sarah j maas,0,Unknown,a court of mist and fury,sarah j maas,unknown,unknown,,8.667507952075105,0.7767972034939427,4.764784929702261,43807.0,10,4.720000000000001,10.687571728088175,0.9454202891460165,0.0,Short,0,0.0,7.249925536717988,0.07692728266812465,Premium,0.95,0.9149574221233434,Excellent,0.9394872266370029,0.8418732127511668,0,0,Short,0.7767972034939427,a court of mist and fury a court of mist and fury sarah j maas sarah j maas unknown unknown,a court of mist and fury sarah j maas unknown,1
A Court of Thorns and Roses,Sarah J. Maas,4.7,4.7,6107.0,949.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a court of thorns and roses,sarah j maas,0,Unknown,a court of thorns and roses,sarah j maas,unknown,unknown,,8.717354666338522,0.781264553100921,4.676142660763094,43807.0,10,4.720000000000001,10.687571728088175,0.9454202891460165,0.0,Short,0,0.0,6.856461984594587,0.05188627665390924,Moderate,0.925,0.8310175909785319,Excellent,0.8968052772935595,0.8274808427779765,0,0,Short,0.781264553100921,a court of thorns and roses a court of thorns and roses sarah j maas sarah j maas unknown unknown,a court of thorns and roses sarah j maas unknown,1
A Court of Wings and Ruin,Sarah J. Maas,4.8,4.8,5017.0,1055.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a court of wings and ruin,sarah j maas,0,Unknown,a court of wings and ruin,sarah j maas,unknown,unknown,,8.520786726926367,0.7636477909962641,4.759869757521303,43807.0,10,4.720000000000001,10.687571728088175,0.9454202891460165,0.0,Short,0,0.0,6.962243464266207,0.057681793329688355,Premium,0.95,0.9103029979095361,Excellent,0.9380908993728607,0.8334250343469027,0,0,Short,0.7636477909962641,a court of wings and ruin a court of wings and ruin sarah j maas sarah j maas unknown unknown,a court of wings and ruin sarah j maas unknown,1
A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,Jennifer A. Doudna,4.6,4.6,365.0,668.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,a crack in creation gene editing and the unthinkable power to control evolution,jennifer a doudna,0,Unknown,a crack in creation gene editing and the unthinkable power to control evolution,jennifer a doudna,unknown,unknown,,5.902633333401366,0.5290043103495013,4.507625087282453,365.0,1,4.6,5.902633333401366,0.5221456711369821,0.0,Short,0,0.0,6.505784060128229,0.03652268999453253,Moderate,0.8999999999999999,0.6714398090446568,Excellent,0.8314319427133969,0.6499753632950596,0,0,Short,0.5290043103495013,a crack in creation gene editing and the unthinkable power to control evolution a crack in creation gene editing and the unthinkable power to control evolution jennifer a doudna jennifer a doudna unknown unknown,a crack in creation gene editing and the unthinkable power to control evolution jennifer a doudna unknown,1
A Dance to the Music of Time: Fourth Movement,Anthony Powell,4.4,4.4,22.0,1171.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,a dance to the music of time fourth movement,anthony powell,0,Unknown,a dance to the music of time fourth movement,anthony powell,unknown,unknown,,3.1354942159291497,0.28100846886700276,4.455061948080533,57.0,2,4.35,4.060443010546419,0.35918591264307875,0.0,Short,0,0.0,7.066466970136958,0.06402405686167305,Premium,0.8500000000000001,0.6216651238763614,Good,0.7814995371629084,0.4812048961853651,0,0,Short,0.28100846886700276,a dance to the music of time fourth movement a dance to the music of time fourth movement anthony powell anthony powell unknown unknown,a dance to the music of time fourth movement anthony powell unknown,1
A Dance to the Music of Time: Third Movement,Anthony Powell,4.3,4.3,35.0,1171.0,,Unknown,Unknown,,Unknown,0.0,Advanced Only,0,0,0,a dance to the music of time third movement,anthony powell,0,Unknown,a dance to the music of time third movement,anthony powell,unknown,unknown,,3.58351893845611,0.32116122713147843,4.449035064127642,57.0,2,4.35,4.060443010546419,0.35918591264307875,0.0,Short,0,0.0,7.066466970136958,0.06402405686167305,Premium,0.825,0.6159579637665248,Good,0.7622873891299573,0.49761169193087,0,0,Short,0.32116122713147843,a dance to the music of time third movement a dance to the music of time third movement anthony powell anthony powell unknown unknown,a dance to the music of time third movement anthony powell unknown,1
